,itemid,count,label
3211,1811,446,Mouth Care
3212,8451,330,PT Splint #2 [Status]
3213,1019,2,THIGH HI TEDS
3214,7582,1,Bed rotation.
3215,6046,3,Gentamicin ointment
3216,2474,1,L HEEL W-D
3217,8001,1,Flolan ng/kg/min
3218,3088,1,DEXTRAN 40%
3219,2132,2,flolan
3220,5695,1,CORTISOL LEVEL 30 MN
3221,66,574,BIPAP - IPAP
3222,225045,55,Incision Packing #4
3223,1377,2,bivalirudin
3224,827,24840,Phosphorous(2.7-4.5)
3225,640,19179,Significant Events
3226,89,4087,C.O. (fick)
3227,160,399,Ectopy Frequency 2
3228,2005,1,right groin pressure
3229,6104,1,Chromosomal study
3230,4902,5,neuro consult
3231,224752,2324,Temporary Atrial Sens Threshold mV
3232,6006,1,peripad
3233,7767,1,LUE elevated
3234,224700,6322,Total PEEP Level
3235,1899,2,passe muir valve
3236,220088,1310,Cardiac Output (thermodilution)
3237,1104,4,HI/Minute/vol/alarm
3238,3465,4146,IV #1 [Location]
3239,220581,3754,Amylase
3240,1556,1,High min. vol
3241,2748,1,D02
3242,779,17912,Arterial PaO2
3243,225021,55,Incision Drainage Amount #5
3244,227001,7,BunScore_ApacheIV
3245,6957,2,Bed Alarms
3246,220235,13135,Arterial CO2 Pressure
3247,5640,1,r popliteal bupivace
3248,223918,17616,RL Strength/Movement
3249,223926,920,Neuro Drain #1 Type
3250,4225,161,Heparin flush
3251,2949,1,HIGH MIN.VOLUME
3252,223943,21476,Dorsal PedPulse L
3253,288,180,INV#6 WaveformAppear
3254,227723,321,AVA Dressing Occlusive
3255,226767,14,OxygenApacheIIScore
3256,7213,1,carbamazepine
3257,3579,576,Precordium
3258,1375,64,bed bath
3259,227602,54,Impaired Skin Length #9
3260,6921,1,isuprel
3261,6934,1,inhaled ve
3262,7093,1,av fistula
3263,817,9093,LDH
3264,223949,1240,Ulnar Pulse L
3265,225072,16336,Living situation
3266,224702,126,PCV Level (Avea)
3267,7961,1,T-DISCONNECT
3268,5853,1,Elevate L leg
3269,5392,1,D10W bolus
3270,505,1877,PEEP
3271,34,5,Add Gas Flow (Vent)
3272,5991,1,CVL
3273,4816,3,heprin flush
3274,5725,1,umbilical
3275,228193,10,Oxygenator/ECMO
3276,1469,1,LLE circumference
3277,321,1171,IV Site #2
3278,6039,2,Bath.
3279,684,12567,Tidal Volume (Spont)
3280,7394,1,disconnect time
3281,1337,23929,Riker-SAS Scale
3282,5321,3,ns bolus
3283,4669,11,Cardiology consult
3284,4680,1,co-bedding
3285,5500,4,vit a
3286,139,7719,Cough/Deep Breathe
3287,614,14059,Resp Rate (Spont)
3288,848,11385,Total Bili (0-1.5)
3289,2705,1,TPA - left   mg/hr
3290,143,159,CvO2
3291,8530,11,Pupil Reactivity [Right]
3292,6439,2,Nitric tank pressure
3293,6562,1,diuril
3294,8100,1,dPes
3295,594,6052,ROM [Type]
3296,8103,1,surgical incision
3297,7112,1,PAPAVERINE MG/HR
3298,381,1453,Inc Cleansing #2
3299,6306,1,Sclera
3300,7542,1,DSG SITE
3301,927,27205,Allergy 2
3302,1656,1,Press Low
3303,2296,1,Precedex (mcg/kg/hr)
3304,466,5335,Nursing Consultation
3305,5919,35,zzg and Mask Present
3306,5739,1,NAS assessment
3307,223784,17189,Pain Cause
3308,250,2365,INV Line#4SiteAppear
3309,3809,1452,TCO2 (other)
3310,228189,6,CO-Tandem Heart Flow
3311,4561,3,bacitracin oint
3312,2201,4,Precedex
3313,2567,2,K Phosphate
3314,5740,1,Active ROM RUE/LUE
3315,224888,3899,Impaired Skin Cleanse #2
3316,6701,476,Arterial BP #2 [Systolic]
3317,5435,2,mupirocin ointment
3318,4532,3,Indomethacin
3319,224452,26,Traction/Immobile Location #2
3320,5632,1,R BREAST TEMP/COLOR
3321,227353,298,Trauma Line Dressing Occlusive
3322,7837,1,Femoral Compartment
3323,226750,7,Chronic Dilaysis
3324,226133,250,ICP Line Waveform Appear
3325,224749,43,Nitric Oxide
3326,225979,225,IABP Size
3327,8513,59,[Color]
3328,582,20691,Procedures
3329,777,17866,Arterial CO2(Calc)
3330,6275,1,GI tube #3
3331,7671,1,foley size
3332,227354,63,Triple Introducer Dressing Occlusive
3333,6681,2,Oral nystatin
3334,7757,1,NARCAN MG/HR
3335,7470,1,Startle Reflex
3336,7547,1,Ostomy appliance
3337,227010,5,FiO2_ApacheIV
3338,4199,1417,TCO2 (cap)
3339,227613,80,Impaired Skin Type #10
3340,1826,1,lepirudin  mg/hr
3341,225749,24,Presep Catheter Discontinued
3342,2955,1,JVO2 SAT
3343,102,1643,CT #2 Suction Amount
3344,225347,402,Midline Site Appear
3345,4194,65,ABG Potassium
3346,1998,1,Facial Droop
3347,1554,2,nephr. tubes irrig.
3348,7325,1,aspirin level
3349,225748,16,Indwelling Port (PortaCath) Discontinued
3350,6167,1,right flap check
3351,4784,1,desitin ointment
3352,6968,2,urostomy
3353,796,10262,Differential-Basos
3354,2,273,ABI (L)
3355,1498,1,High Minute Vo;ume
3356,72,20679,Back Care
3357,224404,443,ART Lumen Volume
3358,5761,1,Chromosomal analysis
3359,6433,1,SIGH BREATH
3360,226986,3,APACHE IV diagnosis choice 2
3361,224079,20730,Education Response
3362,3536,1058,Nasal Sx Color
3363,225389,111,Presep Catheter Zero/Calibrate
3364,5926,1,right arm sling
3365,224717,2113,SBT Successfully Completed
3366,224091,50,Continuous Pressure Machine Status
3367,4702,3,Vit D
3368,6302,2,low press
3369,7286,2,trache
3370,6156,1,R fem art BP
3371,5925,2,Abdominal Hernia
3372,3768,5362,LYMPHS
3373,4585,54,circ
3374,3819,306,Urine Leukocytes
3375,6845,1,Other cooling
3376,225981,226,IABP Alarms Activated
3377,6245,1,Surgury
3378,696,2,Tract/Imm Location#4
3379,6095,5,INO
3380,227343,21710,Ambulatory aid
3381,3337,1235,Breath Rate
3382,228407,1172,Motor R Leg
3383,3236,1,HI MINUTE VOLUME
3384,224954,328,Impaired Skin Width #5
3385,627,5963,SVRI
3386,3394,107,Diuril
3387,3603,7672,Resp Rate
3388,227131,52,Cont. Neb Med Dose
3389,391,69,Inc #6 [Closure]
3390,1531,11162,Lactic Acid
3391,1702,84,GI#3 tube PlaceCheck
3392,1023,1,cisatra mcg/kg/min
3393,3807,15,T. Protein (5-7.5)
3394,6430,1,Multipodis Boot
3395,223753,8161,Riker-SAS Scale
3396,320,4141,IV Site #1
3397,224857,46,Less Restrictive Measures (Behavioral)
3398,3158,1,CK/VAGINAL BLEEDING
3399,7973,1,adductor pillow
3400,3689,997,Vt [Ventilator]
3401,426,7448,LU Strength/Movement
3402,1840,2,IRRIGATE PIGTAIL
3403,7107,2,Acetylcysteine mg/hr
3404,223917,17627,RU Strength/Movement
3405,1571,15,ABG
3406,2754,1,PITRESSIN U/MIN
3407,4476,12,PICC line placement
3408,3544,1736,O2 Analyzer Cal
3409,227981,36,Neuro Drain #2 Type
3410,7022,1,T-HI (APRV)
3411,3658,46,Testes [Left]
3412,227035,7,OxygenScore_ApacheIV
3413,741,75,avDO2
3414,228188,10,Change in Blood Color
3415,4505,2,Polyvisol po
3416,2966,1,OFFICERS/HANDCUFFED
3417,224797,579,Ostomy Appearance
3418,3005,1,Aprotiinin ml/hr
3419,7025,1,PTPEXP
3420,1428,1152,Headache
3421,8429,6115,Inc #2 [Status]
3422,1758,5,HI MIN VOL
3423,224640,15751,Service
3424,46,680,Angio Dressing #2
3425,7884,1,RR
3426,3060,1,RQ
3427,919,27205,Service
3428,4603,746,Trach/Size
3429,6292,1,APRV HIGH
3430,7550,3,PR
3431,5870,1,HOME VENT
3432,227369,4725,22 Gauge Dressing Occlusive
3433,361,110,ImpSkin Treatment #6
3434,1681,3,high MV.
3435,224690,9815,Respiratory Rate (Total)
3436,1386,1,nitric
3437,7825,1,teds stockings
3438,226168,19339,Oral Care
3439,225672,4401,Lipase
3440,1924,1,3.Tremor
3441,6861,1,RAP
3442,8392,19761,INV Line#1 [Site]
3443,40,14726,Airway Type
3444,355,323,ImpSkin #5 [Drain]
3445,224431,42,CT #4 Drainage
3446,4389,20,Nystatin powder
3447,3258,1,d10w
3448,228181,1,ITBVI (PiCCO)
3449,7242,1,fem/fem bpg
3450,1748,1,sse's and fleets
3451,225227,1001,CCO PAC Waveform Appear
3452,5722,1,AV fistula T/B
3453,2569,1,cath site
3454,6131,1,CHEST PERCUSSOR T
3455,4613,3,circ. site
3456,2641,3,SJO2
3457,225076,9761,Emotional / physical / sexual harm by partner or close relation
3458,348,396,ImpSkin Character #5
3459,4783,6,picc placement
3460,2732,1,Femoral ABP (Mean)
3461,224958,3560,Impaired Skin Wound Base #2
3462,3235,2,DRIVING PRESS
3463,3593,11,Pupil Reactivity [Left]
3464,6842,1,FLAP BRISK CAP REFIL
3465,224921,133,Impaired Skin Length #7
3466,4202,1420,pH (cap)
3467,1215,1,swallow
3468,2842,1,JV O2 Sat
3469,7409,1,Atropine Gtts
3470,2618,1,Cistracurium
3471,7000,1,ideal body weight
3472,4320,27,hearing screen
3473,7277,3,Isoproterenol
3474,226184,444,Estimated Protein Needs/Kg
3475,2424,1,2ND RA ALINE
3476,227066,352,Cerebral Perfusion Pressure
3477,730,2977,Vital Cap (>1.0)L
3478,1223,16,HIGH EXHALED MIN VOL
3479,3269,2,XIGRIS MG/HR
3480,224642,21837,Temperature Site
3481,3087,1,DEXTRAN 40  10%
3482,6079,1,Mitrazole powder
3483,1500,1,HI MV ALARM
3484,1232,1,RLE Aspiration Site
3485,484,234,Orthostatic BP lying [Systolic]
3486,6926,1,Arterial BP #3
3487,4852,2,Tobradex ointment
3488,2959,1,Solumedrolmg/kg/hr
3489,3056,1,APNEA INTERVAL TIME
3490,1358,1,ciwa
3491,2030,2,automatic tube comp
3492,569,243,PressSoreTreatment#3
3493,5927,1,NAS score
3494,1673,211,PH
3495,3220,1,tbili
3496,8428,10053,Inc #1 [Status]
3497,225191,99,Ostomy Care
3498,2224,1,URINE CREAT
3499,8482,3554,Ventricular Pacemaker [Capture]
3500,2359,4,thrill/bruit
3501,5863,1,Opthamology consult
3502,4490,2,NAS Score
3503,6165,2,LYTES AND BILI
3504,225731,14,Pheresis Catheter Line Tip Cultured
3505,224735,9904,Flow Rate (variable/fixed)
3506,485,220,Orthostatic HR lying
3507,6057,1,Triple Antbx Oint
3508,7015,1,ECMO FLOW RATE
3509,224166,29,Doppler BP
3510,7625,1,Lt. arm BP S/D
3511,2498,4,CARIPORIDE CC/HR
3512,1863,1,HFO-FiO2
3513,4511,24,Amoxicillin
3514,2637,1,RT FEMORAL ART BP
3515,228154,2,Impella 2.5 Flow Rate
3516,3416,6,Eye Abnormalities
3517,4188,4022,Length in cm
3518,2449,1,LT. AVF BRUIT/THRILL
3519,3202,3,pin care
3520,5791,1,RIGHT FEMORAL A-LINE
3521,5789,1,RT. AVF BRUIT/THRILL
3522,226,566,ICP
3523,4900,3,Oral Nystatin
3524,4571,7,skin
3525,5897,1,Baptize
3526,4805,1,DIAZOXIDE
3527,500,1626,PCA Total Dose
3528,225956,70,Reason for CRRT Filter Change
3529,3639,31,Sucking
3530,8419,845,Inc #4 [Appearance]
3531,2937,5,T Low
3532,227445,8273,CK-MB
3533,3338,5603,Breath Sounds [L]
3534,3679,370,Vancomycin
3535,225388,105,Presep Catheter Waveform Appear
3536,1226,6,Pantoprazole mg/hr
3537,228399,2110,Facial Droop
3538,4970,6,NS bolus
3539,5807,2,color of toes
3540,226543,24546,Religion
3541,91,60,CPM
3542,3107,1,INS time
3543,2058,2,Hi VE
3544,224409,17523,Pain Level Response
3545,7816,1,R Leg Wound
3546,6030,1,Face
3547,228187,10,Cannulas Visible
3548,1605,1,METHYLPRED 450MG/HR
3549,7287,1,pigtail dsg change
3550,5596,1,INTRATHECAL
3551,228216,9,Tandem Heart Access Line Type
3552,6471,2,Edema
3553,8152,1,T.disconnect
3554,224043,3986,Incision Cleansing #1
3555,227687,11891,Tobacco Use History
3556,224713,257,Circuit Changed
3557,4860,2,Myconizole powder
3558,6074,2,NEONATAL BILI
3559,7276,1,Loperamide
3560,2770,1,left radial MAP
3561,6784,1,Vitamin A injection
3562,227836,335,LE Dressing
3563,365,770,ImpSkin Wound Base#4
3564,532,1099,Peak Flow (Calc)
3565,7903,1,Exercises
3566,8412,560,ImpSkin #3 [Length]
3567,2256,2,FEM A LINE
3568,1524,1712,Cholesterol
3569,1691,7,T high
3570,5283,3,glycerin sliver
3571,224706,277,P Low (APRV)
3572,5994,1,Hi min vol
3573,226846,2556,Feeding Weight
3574,6498,2,Miconazole Pdr.
3575,225103,18081,Intravenous  / IV access prior to admission
3576,1522,19668,Calcium
3577,6190,1,Normal saline
3578,6132,1,Calcium  gluconate
3579,3297,18,Airleak
3580,6437,1,EPIDURAL RATE
3581,1599,48,HIGH MINUTE VENT.
3582,5648,3,multi-podis boots
3583,4720,1,K Phos
3584,226779,14,WbcApacheIIScore
3585,1935,1,4. Anxiety
3586,461,545,Neuro Drain Drainage
3587,4386,5,ranitidine
3588,5997,1,HEPA FILTER
3589,7571,1,QTC measurement
3590,499,1761,PCA Medication
3591,4169,7864,EDC
3592,3148,1,TPA#1 mg/hr
3593,223792,19560,Pain Management
3594,224092,1902,Range of Motion Location
3595,3362,57,Chest Tube Assessm't
3596,6826,1,mixed venous 02
3597,5730,1,hernia repair
3598,1874,1,methadone
3599,3531,6,Nares Patent [Left]
3600,498,1759,PCA Lockout (Min)
3601,3176,1,Nicardip.mcg/kg/min
3602,2882,1,FLAP COLOR/TEMP
3603,223956,2642,Temporary Pacemaker Mode
3604,4898,3,MVI
3605,228011,5534,18 G Phlebitis Scale
3606,223968,2586,Angio Appearance # 1
3607,392,10581,Inc #1 [Drainage]
3608,225018,2282,Incision Drainage Amount #2
3609,226504,79,Phenytoin (Free)
3610,6186,1,Paw
3611,5450,3,Nystatin oint
3612,1011,1,urine osmolarity
3613,6146,1,sodium bicarbonate
3614,1435,742,Sustained Nystamus
3615,227468,5784,Fibrinogen
3616,224670,139,Lacrimation
3617,8313,1,Nystatin solution
3618,8525,75,IV #5 [Location]
3619,1387,1,Multipodus Splints
3620,228346,2381,OCAT - Teeth
3621,673,472,TOF Response/Twitch
3622,226985,5,APACHE IV diagnosis choice 1
3623,2806,1,ALCOHOL GTT ML/HR
3624,226115,3378,PICC Line placed in outside facility
3625,6183,1,aorta axillary graft
3626,227760,65,Presep Catheter Placement Confirmed by X-ray
3627,227855,4,Assistive Device
3628,226742,2,APACHE II Diagnosistic weight factors - Surgical
3629,5774,2,nipple shield used
3630,227288,18260,Pupil Response Left
3631,225225,1011,CCO PAC Site Appear
3632,224105,5347,Warming Device
3633,3566,1221,Parents in to visit
3634,96,6048,CT #1 [Fluctuate]
3635,4977,1,circcare
3636,7254,1,Neosporin to GT site
3637,224075,20692,Education Readiness
3638,6720,1,Trip antibiotic oint
3639,220048,21828,Heart Rhythm
3640,679,6174,Temperature F (calc)
3641,107,336,CT #3 Suction Amount
3642,820,68,Lipase
3643,2337,1,peric. drain flushed
3644,493,1747,PCA 1 Hr Limit (mg)
3645,225005,861,Incision Closure #3
3646,8500,438,Apnea [Duration]
3647,223849,10222,Ventilator Mode
3648,224672,138,Yawning
3649,6764,1,pupil deviation
3650,5904,3,02 Tubing Present
3651,4723,3,Metoclopramide
3652,1506,12,high min. vol.
3653,2524,1,multipodis splints
3654,775,7686,Amylase
3655,5911,3305,L&D bands(s) on
3656,3106,1,alcohol gtt
3657,5776,1,"FEM, ABP"
3658,1378,1,Continuous CI
3659,3382,648,Cyclomydril
3660,5257,1,ALDACTONE
3661,654,36,Spont. Tidal Volume
3662,1536,21115,Sodium
3663,223961,2592,Temporary Pacemaker Wire Condition
3664,224411,280,Epidural Bolus (mL)
3665,576,2421,Pressure Sore Site#1
3666,3779,5235,Monos
3667,227017,7,Hematocrit_ApacheIV
3668,1001,11,rotation
3669,6157,1,Hep Flush 10u/cc
3670,3020,1,CT #5 SUCTION AMOUNT
3671,4230,44,Eye exam
3672,220059,2604,Pulmonary Artery Pressure systolic
3673,6307,1,Scleral jaundice
3674,398,10743,Inc #1 [Dressing]
3675,5971,2,"LYTES,BILI"
3676,224390,2452,Temporary Atrial Sens
3677,6082,1,Spinal Scan
3678,3084,1,photosensitive prec
3679,224441,1112,GI #2 Intub Site
3680,227789,43,Impaired Skin  - Dressing Status #10
3681,225001,49,Incision Cleansing #5
3682,223898,19214,Orientation
3683,3430,2425,Feeding Tube Type
3684,5262,16,Lytes
3685,1735,8,Multipodus boots
3686,7688,1,Nasal irrigant
3687,8257,1,thick and easy to bm
3688,1678,2,Time disconnect
3689,6099,3,P-HI
3690,227618,55,Pressure Ulcer Stage #9
3691,3002,1,pad changed torso
3692,5114,2,Calcium glubionate
3693,1552,1,d5w 10gm ca+ glucon
3694,1533,18942,PTT
3695,3792,2787,Potassium  (3.5-5.3)
3696,5850,1,Home Bipap Unit
3697,5852,1,Multi-Podus
3698,3409,1724,Environmental Interv
3699,5502,1,R ankle
3700,228159,2,Purge Solution Flow Rate
3701,224012,5870,Stool Management
3702,226984,7,Apache IV Age
3703,6274,1,Triple Antibx
3704,223904,19294,Gag Reflex
3705,7375,1,other
3706,1817,2,ETCO2
3707,1062,5,PMV on/off
3708,5951,1,NO tank pr
3709,2772,1,SJ CO2
3710,1447,1,Transpulmonary Pres
3711,7151,2356,HOB Measurement
3712,2380,1,"APROTONIN 250,000U/"
3713,1626,1,CPT/VEST
3714,164,495,Edema #2 [Location]
3715,4524,7,Acetominophen
3716,227915,157,Position - Rest - Aerobic Activity Response
3717,1448,1,Vd/Vt:
3718,704,27068,Turn
3719,4937,3,circumcision care
3720,78,127,Bladder Irrigation
3721,5696,1,p Hi
3722,5854,2,fem aline
3723,227642,12,Breast Feeding
3724,8101,1,esoph press
3725,227809,2466,ETT Position Change
3726,6930,1,STUDY DRUG CC/HR
3727,225106,13136,ETOH
3728,2287,17,APROTININ CC/HR
3729,227648,27,Clots
3730,7351,2,residual
3731,2413,1,CISATRICURI MCG/K/MI
3732,228172,2,Impella Postion Confirmed
3733,1644,1,Brachial Site Dressi
3734,4566,1,oral thrush
3735,7425,1,Solu-medrol mg/hr
3736,225030,228,Dressing Status #4
3737,100,1643,CT #2 Dressing
3738,1107,1,DEMEROL DRIP
3739,223919,17622,LU Strength/Movement
3740,224632,3973,Tunneling Present #1
3741,1739,2,Passey Muir Valve
3742,638,15,Sigh Rate
3743,6111,1,prednisone
3744,5996,1,T discon
3745,224731,10663,Corneal Reflex Left
3746,5814,7208,CVP Alarm [Low]
3747,224972,3638,Surrounding Tissue #2
3748,4244,1,tobradex ointment
3749,158,6906,ETT Position Change
3750,6783,2,Peri care
3751,224773,16444,LLE Temp
3752,5645,1,ct dressing
3753,225015,253,Incision Drainage #4
3754,2368,2,fem abp
3755,6636,1,R FEM
3756,2451,6,Passy-Muir Valve
3757,223948,13016,Radial Pulse L
3758,403,1126,Inc #4 [Dressing]
3759,7773,1,D50 amp bolus
3760,5828,5,Multipodus Boots
3761,3523,2448,NG Tube Taped at:
3762,5775,1,Decadron nose drops
3763,244,6148,INV Line#3SiteAppear
3764,5612,13,Dexamethasone gtts
3765,2040,2,PLOW
3766,1361,1,mcgs Fentanyl IV
3767,1657,1,Pressw High
3768,6217,1,phenylephrine nasal
3769,225745,679,PA Catheter Discontinued
3770,224677,139,Tremor (CINA)
3771,8000,1,Mucamyst
3772,4250,3,Poly Vi Sol
3773,2739,3,FENOLDOPAM
3774,224011,9275,Stool Consistency
3775,5778,1,low mv
3776,2938,2,ART
3777,6586,2,Heliox Tank PSI
3778,1622,19913,Alarms
3779,227628,209,Arctic Sun Water Temp
3780,3614,851,Sensitivity
3781,227881,47,Pain (0-10)
3782,6038,8,Pediarix vaccine
3783,2126,1,Hi/Minute/Vol
3784,722,14754,Ventilator Type
3785,8512,965,Car Safety Seat Screen [Result]
3786,8411,1235,ImpSkin #2 [Length]
3787,7920,1,humalog insulin pump
3788,224041,7728,Incision Drainage #1
3789,5832,1,DRIVING PRSSR
3790,5637,1,LeadII cardiac strip
3791,6282,20,Bed Rotation
3792,4793,12,nystatin cream
3793,8159,4,FLOLAN ng/kg/min
3794,1330,2281,Med Wasted [Drug]
3795,224839,2461,Temporary Pacemaker Wires Atrial
3796,1078,1374,BATH
3797,224762,8008,LLE Sensation
3798,3369,88,Clindamycin
3799,2889,1,MIXED VENOUS
3800,4955,1,sweating
3801,8060,1,High NO2
3802,1876,2,PROTONIX MG/HR
3803,3094,1,(L) FEM ART
3804,3043,1,RIGHT FEM ABP
3805,227832,236,UE Bathing
3806,2951,2,TANK PRESSURE
3807,6315,3,Insp time
3808,228394,2604,Orientation to Person
3809,2924,4,sitter
3810,225420,11,Hospice home
3811,6379,6,vidalyn
3812,1230,2,peri care
3813,1430,1168,Nausea and Vomiting
3814,1402,3151,zzO2AVI
3815,227243,446,Manual Blood Pressure Systolic Right
3816,5806,1,180 DEGREE TURN
3817,4213,9,Pressure Transducer
3818,227440,695,Digoxin
3819,6181,1,1o cc ns irrigation
3820,5930,1,VALPROA 50-100 UG/ML
3821,3217,1,Abd binder
3822,6109,1,EEG run
3823,8402,10112,IV #3 [Size]
3824,551,2297,Pressure Sore #1 [Stage]
3825,223989,21843,LLL Lung Sounds
3826,225183,529,Current Goal
3827,2319,1,low exhaled min. vol
3828,224109,1412,Cervical Collar Type
3829,225982,237,IABP Balloon Waveform
3830,179,542,Epidural Location
3831,225192,1010,Collar Care
3832,2194,11,SVO2
3833,226116,117,Presep Catheter placed in outside facility
3834,7227,2,TLow
3835,220074,6549,Central Venous Pressure
3836,228102,73,Enema administration
3837,2836,1,DEEP BREATH & COUGH
3838,2819,1,RIGHT LEG DRSG
3839,3422,1851,FIO2 [Meas]
3840,225044,167,Incision Packing #3
3841,7383,1,Actigal
3842,2706,1,TPA -right mg/hr
3843,5635,1,Physical therapy
3844,6422,1,Xigris  mg/hour
3845,225190,76,Pin Care
3846,6208,8590,Ve High
3847,4480,16,zantac
3848,227954,7881,Status and Comfort
3849,6889,1,PEEP Sigh level
3850,3143,2,low insp pressure
3851,6117,1,wound drsg changes
3852,228310,299,GI #2 Tube Place Method
3853,693,296,Tract/Imm Location#1
3854,224192,110,Pulsus Paradoxus
3855,370,717,ImpSkin #3 [Width]
3856,223817,1530,Agitation
3857,2520,1,HFO-Delta P (amplit)
3858,6317,1,iv diuril
3859,6063,1,P insp.
3860,227567,73,Airway Location
3861,224425,1994,CT #2 Dressing
3862,6895,1,hepatic drain
3863,821,26542,Magnesium (1.6-2.6)
3864,732,13866,Waveform-Vent
3865,224089,17926,Anti Embolic Device
3866,6851,12,Rotation
3867,6663,3,Artificial tears
3868,224044,1367,Incision Packing #1
3869,4660,5,Bactroban ointment
3870,224110,1382,Cervical Collar Status
3871,6271,1,Subgaliel tap
3872,1968,1,Verapamil
3873,225628,2486,CK-MB fraction (%)
3874,3773,441,Mix Venous CO2(calc)
3875,3139,2,LUE fistula
3876,7856,4,bruit
3877,3528,350,Na Bicarbonate
3878,2903,1,TSH  (NML 0.27-4.2)
3879,227815,92,Site Appearance - Adjunctive Pain Management
3880,3654,6738,Temp Rectal [F]
3881,2908,1,ETOH Grams/hour
3882,2405,1,mouth flap color
3883,8438,2605,MDI #2 [Drug]
3884,5741,1,Passive ROM RUE/LUE
3885,227606,143,Impaired Skin Site #9
3886,2188,1,precedex mcg/kg/hr
3887,1224,1,Heliox PSI
3888,5980,1,INO TANK PRESS
3889,3398,1189,ETT (Re)Taped
3890,2057,1,nitric tank pressure
3891,180,583,Epidural Medication
3892,7968,1,DRIVE P.
3893,127,15610,Circulation/SkinInt
3894,3392,23,Directed Donor
3895,5779,1,high    mv
3896,6310,1,Hep B ImmuneGlobulin
3897,7892,1,ecmp pump flow
3898,224418,1183,Cuff Volume (mL)
3899,3489,7,Lips
3900,5088,1,fingers
3901,6924,1,MEASURED PEEP
3902,3555,1818,PEEP Alarm
3903,8458,585,Pressure Sore #2 [Heal]
3904,1422,719,Ataxia
3905,6509,1,VITAMIN A
3906,1631,1,High/MIN/VENT
3907,5468,2,PIC line placement
3908,439,4768,MDI #1 [Puff]
3909,225423,10,Free care pharmacy 
3910,5356,1,Dexamethasone eye ds
3911,2294,1,ART MEAN
3912,7822,1,genta irrig cc/hr
3913,1906,1,Elastic gloves
3914,7019,2,Triple anti oint
3915,220066,2614,Pulmonary Artery Pressure Alarm - Low
3916,5075,4,Bicarb
3917,1568,12,high me
3918,223767,359,Intra Cranial Pressure Alarm - High
3919,1480,7714,IV #2 Reason DC'D
3920,223942,189,Graft/Flap Pulse
3921,227577,526,BiPap Mode
3922,5845,1,fem art
3923,228014,6462,20 G Infiltration Scale
3924,224951,1594,Impaired Skin Width #2
3925,3333,4439,Blood Cultures
3926,438,7,MAP
3927,1338,1,L stump dsg changed
3928,5395,1,Beclamethasone
3929,5847,1,MV Hi
3930,1470,1,drsgs change
3931,3745,2416,BloodGlucose
3932,225988,234,IABP Position on leg
3933,5320,1,flowrate cc/min
3934,7692,2,Bivona mark
3935,2470,1,BLADDER PRES.mm/Hg
3936,7505,2,Neck
3937,4895,2,Nystatin susp
3938,224281,6079,Multi Lumen Site Appear
3939,3472,812,Image Transmission
3940,5755,3,Time Disconnect
3941,227464,8348,Potassium (whole blood)
3942,1110,2,drsg change
3943,227646,3,Breast Feed - R (Minutes)
3944,6284,2,Merepenum
3945,224025,1645,Spiritual Support
3946,5068,1,mong.spot
3947,4601,11,Bath demo
3948,3160,3,HIGH MV LIMIT
3949,309,46,IV Drip Dose #2
3950,795,6920,Differential-Bands
3951,1651,6,High Tidal Volume
3952,226713,2200,Incontinent (estimate)
3953,349,110,ImpSkin Character #6
3954,4560,8,Umbilical hernia
3955,6738,1,left breast doppler
3956,1096,1,Auto-PEEP level
3957,3641,1159,Survanta
3958,7520,1,gent eye ointment
3959,7607,1,Tranpul. Insp Hold
3960,2419,1,THIGH HI TEDS.
3961,227982,31,Neuro Drain #2 Status
3962,227629,268,Shivering
3963,227625,26,Undermining Present #10
3964,6719,5,SpO2-L
3965,6952,1,Aprotinen
3966,5564,1,bed alarms
3967,224981,639,Tunneling Present #4
3968,5036,7,Tri-Vi-Sol
3969,5077,1,Fentanyl:
3970,2422,1,PEG SITE CARE
3971,717,3945,Ventricular Pacemaker [Sense]
3972,5000,1,Right hydrocele
3973,224931,3467,Impaired Skin Site #3
3974,1697,2580,Atrial Pacemaker Sense [mV]
3975,224432,436,CT #3 Dressing
3976,228334,1351,CAM-ICU Altered LOC
3977,5261,1,Fentanyl Bolus
3978,799,10263,Differential-Monos
3979,5887,1,Gentamicin Opthalmic
3980,8192,1,Dexmedetomidine
3981,6927,1,Arterial Mean #3
3982,2808,1,tongue midline
3983,8299,1,R ICP
3984,224080,21841,Head of Bed
3985,3194,1,lab svo2
3986,6076,1,Flowrate
3987,7204,1,gentamycin eye ontmt
3988,224711,267,Recruitment Duration
3989,6848,1,hernia/drsng
3990,226180,10027,Sexuality / reproductive problems
3991,224850,5793,Incision Drainage Amount #1
3992,228185,53,SVRI (PiCCO)
3993,6065,1,High minute Volume
3994,7687,1,ileal conduit
3995,224077,20750,Education Method
3996,1067,2,apnea test
3997,6251,1,wrist restraints
3998,7385,2,bivona trach measure
3999,1103,2,cvp
4000,2110,1,Mucomyst
4001,3567,58,Pavulon
4002,447,341,Minimal Leak Present
4003,5545,2,Vit A IM
4004,2456,1,CARIPROSIDE
4005,223794,20609,Pain Level Acceptable
4006,8070,2,dexamethasone gtts
4007,5787,1,t-tube
4008,4381,3,Potassium Phosphate
4009,7955,1,CSM of right toes
4010,4209,87,eye exam
4011,4564,13,Nystatin oral
4012,6207,7915,Tank B psi.
4013,3737,808,BUN    (6-20)
